1.000000000000000000e+00,9.680164112331910431e-01,9.550006423353839535e-01,7.955805849735604340e-01,9.640501157735407167e-01,9.521735397751668328e-01,9.680182054207955300e-01,9.343434105215926433e-01,7.903833969631189893e-01,9.432660560534832372e-01,9.477086473996514382e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.230198112932219923e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.988970217028549259e-01,8.182624007757816065e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.042638279569063187e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.680164112331910431e-01,1.000000000000000000e+00,9.613577288725266845e-01,8.187222987533000484e-01,9.783447482119452809e-01,9.604595019649287968e-01,9.722166650160205537e-01,9.452927857103327058e-01,8.255179748344331214e-01,9.550824925136149890e-01,9.265995090966612224e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.442990291179401918e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.677133197249589092e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.216187701840853563e-01,8.125683743504156231e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.550006423353839535e-01,9.613577288725266845e-01,1.000000000000000000e+00,7.727105561504301612e-01,9.691865035804553274e-01,9.588807699909051019e-01,9.383646899409648912e-01,9.307450199476654529e-01,7.838090371323107597e-01,9.098074237929494323e-01,8.876982378031219589e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.825624906246880785e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.163120441548706863e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.640039073276739812e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.363823013378798521e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.955805849735604340e-01,8.187222987533000484e-01,7.727105561504301612e-01,1.000000000000000000e+00,8.327216225414226791e-01,7.879558208989041468e-01,7.719780171489406539e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.973086436896411611e-01,7.789984498106318211e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.817054614029066206e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.591040533775107235e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.146200716085391091e-01,7.531635135517645852e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.768621306946075222e-01,7.591591596863583868e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.640501157735407167e-01,9.783447482119452809e-01,9.691865035804553274e-01,8.327216225414226791e-01,1.000000000000000000e+00,9.634508733340266806e-01,9.548452969901859433e-01,9.500278881138086717e-01,8.162176335811447414e-01,9.511811710742498205e-01,9.204587372188619554e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.212488360463578996e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.481997952060007506e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.961074543662376435e-01,7.777138890380822511e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.521735397751668328e-01,9.604595019649287968e-01,9.588807699909051019e-01,0.000000000000000000e+00,9.634508733340266806e-01,9.999999999999998890e-01,9.516295869292242804e-01,9.129742018173601092e-01,8.484143347156816173e-01,9.455638461532663852e-01,9.315889639279305579e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.114114981668819615e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.729625486614859264e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.254814075000564966e-01,8.121818962144894405e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.029342705922896117e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.680182054207955300e-01,9.722166650160205537e-01,9.383646899409648912e-01,0.000000000000000000e+00,9.548452969901859433e-01,9.516295869292242804e-01,9.999999999999997780e-01,9.482783864545658581e-01,8.245393201784191328e-01,9.691428470721245025e-01,9.440226736579627742e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.231027046100659605e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.137658456914301786e-01,8.334544858012142843e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.176501372741719065e-01,8.058095349097490478e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.343434105215926433e-01,9.452927857103327058e-01,9.307450199476654529e-01,7.389073045583685051e-01,9.500278881138086717e-01,9.129742018173601092e-01,9.482783864545658581e-01,9.999999999999996669e-01,7.510902255720046661e-01,9.474428407798790586e-01,8.653062419209629486e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.305748799189003551e-01,7.634703892219782961e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.430300697911318419e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.263492598616174689e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.903833969631189893e-01,8.255179748344331214e-01,7.838090371323107597e-01,0.000000000000000000e+00,8.162176335811447414e-01,8.484143347156816173e-01,8.245393201784191328e-01,7.510902255720046661e-01,1.000000000000000000e+00,8.204312223504993673e-01,8.653400830697429713e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.653390090757197228e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.843735130130239375e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.387486708851588313e-01,7.382832514461017404e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.427385118125247043e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.432660560534832372e-01,9.550824925136149890e-01,9.098074237929494323e-01,7.973086436896411611e-01,9.511811710742498205e-01,9.455638461532663852e-01,9.691428470721245025e-01,9.474428407798790586e-01,8.204312223504993673e-01,9.999999999999992228e-01,9.414425054133668258e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.190623190158115019e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.991121637967234514e-01,8.325159971137339188e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.112927865879164813e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.477086473996514382e-01,9.265995090966612224e-01,8.876982378031219589e-01,0.000000000000000000e+00,9.204587372188619554e-01,9.315889639279305579e-01,9.440226736579627742e-01,8.653062419209629486e-01,8.653400830697429713e-01,9.414425054133668258e-01,9.999999999999992228e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.149302821079047465e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.082627288846118141e-01,8.742401705350074659e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.160819781041670495e-01,7.973990865731797051e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.948011696931000625e-01,4.603186659387052959e-01,5.552599749986179001e-01,0.000000000000000000e+00,5.105816814726081843e-01,4.696182048922783459e-01,4.812528961162578778e-01,5.938250545096084299e-01,3.418750489633390899e-01,4.710388286729728646e-01,4.046231989665622919e-01,9.999999999999997780e-01,7.931313525078182991e-01,6.089119237478424207e-01,0.000000000000000000e+00,3.742395702278185077e-01,4.416265853008891629e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.596319745815964142e-01,5.369793831303681930e-01,6.242920003803232865e-01,0.000000000000000000e+00,5.964991486770933049e-01,5.426993499398318210e-01,5.611680981233446719e-01,6.792281735129337417e-01,4.001167511603246352e-01,5.516096458125000490e-01,4.854330148205496798e-01,7.931313525078182991e-01,1.000000000000000000e+00,6.265027586342780674e-01,0.000000000000000000e+00,4.834494049742434907e-01,5.238108421202003484e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.693599004761128679e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.859279126985822650e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.089119237478424207e-01,6.265027586342780674e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.335754191974094507e-01,4.555082371874584757e-01,5.282544086644879178e-01,5.223039427841416060e-01,5.845408215252724249e-01,4.697677598113010333e-01,5.075315007747277507e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.352792553670268072e-01,5.433287831502850995e-01,5.504965170223303783e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.835681682499251455e-01,8.442990291179401918e-01,7.825624906246880785e-01,8.817054614029066206e-01,8.212488360463578996e-01,8.114114981668819615e-01,7.706522139350260314e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.750334311364407425e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999997780e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.535989666071014170e-01,0.000000000000000000e+00,8.046830854274006350e-01,8.710855942028653542e-01,7.651512821348877003e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.085109394730887189e-01,7.958352316437300455e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.210820042863357315e-01,7.673461872123547023e-01,7.149676366883663814e-01,6.935062968717260468e-01,7.761605843397861859e-01,7.136380212112128918e-01,7.583134328520065859e-01,7.634703892219782961e-01,7.653390090757197228e-01,7.606506629032280253e-01,7.595700472686610638e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999995559e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.665217733807473621e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.316376739987170641e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.266035784149175392e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
